summonerId,summonerName,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak,puuid
-6IH90_IZ9g4LyE1vn_NRRhVMbCP8b1cRTZtPUf2c3xzy7c,용호야,899,I,239,197,True,False,False,False,flSRQ0H7Fy2nk6u5cvRAj8Nhw_O2g_l1d5ZI11RklZnT0mmFyOeVPeEhViffuK-xtznFKxpO35ILGw
yCtwMX8YU7IyxIjNoDqgEJVdeGd3zZ7ltrObtJXNd9jfkZU,DRX Kingen00,1317,I,680,590,True,False,False,False,9e9zLIxLqAKQqvIdbTUqf-s1h8OOvZx4v9PjcUpqwFUBUCckZwAGbjpZ8wMN-5WHxVqv2dpJO5Ex7Q
-YVS-CJ7pSJwdtx5gvLAeLibXHPWbfDMTSXZX8lNr8yMfVs,BRO Hoya,1470,I,409,326,True,False,False,True,n-eW5xbtYeFrqsBpuEkTYXa7Vhgg0u6oZhd9sbm6q3CsSfAaByKhY5mRuuaMDoYPBh7rfoLg-FJ5CQ
_PUrRpqysgYetikjXze8IVxN3LCXivH0k8weIhQOIo_cNqe25lB2P-93KA,P90MY,749,I,195,133,False,False,True,False,nJR-iNKj2M-hBHhsqYwoR15OyJnT4F3gz-sWZH7n00RG7ZpbhGWqSL90DLh6XZtvSXGIYa62HXQJ6Q
ooEr3zrcDynXXigllb7snhogVFslBsXmxtm81frTMvMKKXHm,DK Lucid,897,I,780,714,False,False,True,True,WDr5SQZYL07mb6UFqnSXyJvE9TpumBhut0U1fvEtAZFakQA989eJs_pZ8EgqiSztRroEmxGY6Va6vQ
G5AA4U2vHF3IARAubNUckCKVVrgpwUBk1SyIy80FfWlA94E,HLE Bautt,884,I,554,501,True,False,False,False,X99Ho902_ainPxXhKSWclnUzNTT_0MMnqg_3igjlFs2QWxdkmEtbRXBDGOWUasiqs2xMJuKgoEgkQg
335b3WaaHtf21zg5_N5WCyO5gsfnZ0YcdB-El_FdIcb_8DSM,소년가장 원딜,754,I,368,327,False,False,True,False,N_zdoC-e3OI-ilMHhcXSUpwi3uIYVi_b-8vebZLPv-KUpjoFBovgF2j45zoasU_HxaTft3K1tncBoA
TrqvpQQaBYZq3dbg26b2mJivy4v5xmObqtUHCcUIxQv5eA,여름아나를왜물어,1004,I,339,268,False,False,False,False,55xGg3eForO0uDQeMlh_kiIsRBbWvPtvYdZ2kcumfAk7c1rsLyC28JEjO_8JroFG5bcbRtzY0F0tQw
lE_T6qwlLpibghkqLDnoz4hr2LXtbOhns7_tfEFSN4_11Tk4iUv9dJez6Q,윤 슌,722,I,169,127,False,False,True,False,SV2N5R1WRphr_W_4Ic_mRlKNpAb6863Phi25AwgkKrAFM2-8D1-RXciGHI-L-sw0YEGR0q5RbQ3SCw
fxoXIP4buxGYkqLxVl8Q5iQNgi1Rjq2Z5lxCXvKj3w69XVwK,전서방 닭갈비,895,I,611,546,False,False,False,False,Jh72pEzIcHLKZNa8Z7EGoYjp7O85GWTRdalEmrN29cgqDMTM50qyZy9qvaZhGa_W1OjYoBkIDdbKyw
1Tou70O2fK8kq-NRtPhx6gfF8j9Yfp6mAL00XOElLZIHLuY,아라드,805,I,347,281,False,False,False,False,Z6nPgzImReUMOjhQdb344CPqhQxv1HKGn-shfSzMekGqmvjP6u5VjzMyD0JB26rkVCT0ZXzIB_t90w
ola-kjngXu6WvmgA5MvOMatCf73W0Vm5x6OURNGkp5o9sVcSLpln25ErYQ,날 건들지마날 ,798,I,189,141,False,False,True,False,-goFwdODSavMvEGZmwXQW2-T3zFj33Ph3gNMtogcz7GJoOCL32caBZ7MTSWsUyqLajgpKjC_OBEpoA
bVp6z6tDYhVMPg2HX4v0NL3ieb0JSe9VO8m77Mi0SD5RSC4,갱붕이,1262,I,1120,1040,True,False,False,False,REBsnoqaUt5zBCj5HSfsrd3uIVSckDWYfzBMciw2YCXdCPDNKNODpONyioBBwvoFhlrdXU4HsBj5ig
TfKEKPsQUyk8XADHrLxz89iX6kqpJwVh7UJXRKy6ary34Y4t2fVtjUYAdg,Firefl0wer,875,I,182,131,False,False,True,False,Q9Fl-_28Wugy14Yc0XCA3McFDwfHD9WfRo5eINtutbyWL823dxXY9ffibRsbNBZ0wQN1lef29Q_CHw
vE3Zl2Vf34etZwWxj2Y48ffyHrv_sC-YHUFZSwovU30aVxY,원딜은무기력하다,838,I,197,153,False,False,False,True,qs0qbZge56pHPGUNQGk0kYwrWfP9ZqtAkpDnRPvc_0_m7vcFoOsbivkMHGHi_L5qt_Mnn9ntYQ1GQA
Cr4Jx1Oa51qdoNpDS2SuWMu8qhPPzNo9c8TLiUVVnV_CyA,Azhy,1110,I,560,482,True,False,False,False,tYSQbEMhzayDir2wLo4QaXCdscW5JVOMPA4C4Uk1LUsMwyH9-yvYMN_OddBWNuU_XdUJAS3UD54Hdw
merIqQVhXl4T61KK1td91rgNG0G1pZXr8-ouHJThLnVUQ6s,MNTNMNTNM,804,I,734,696,False,False,True,False,oBM6-IYyil7LPK9BmmlPmqGtQzdxNfI-LdfaAGlpdJgCgIIhtqQEGJYBj4wpigOxRBgS_f4qGjAFhw
B1iD9NHDtAzUfLjWfciHxTYN_mkid62vk4zCWzC7LG9JyhE,곽곽보성,1029,I,623,541,True,False,False,False,O3BVoqhb6pA9X1NPhkV3PO7RunJ-rMbcvtKq-PuA7VZY3AhRB7Pc9Pi-kQlTUaeAup_PKZ_ZwLoJgA
g2Zlq6JnSGeBa1s1kYF_y1qRmeANkopyHLLHHZPwy6zqTFO-e8WTrVPiqQ,어리교싶다,865,I,178,131,True,False,False,False,34EtSYzWoEXJ-GV9b1fC4aZMR84mLR-Z5dlA2zlYFJLmi2YilQhKuDvqypJxcDc_pM7CGook9q3mgw
1J9iUDAAHFnB3bB4MAoMFI7bg7QqO8l9EKJUsu2GtQENkx8,완전무결 플레이,811,I,798,741,False,False,True,False,CD8nGJZoxT_J0hAM5T2yhV7ObtgNwpuBaUU3lNWDPo8zJIK5VLzkdJCf7YFezkoFvQaz5gVPmeqN5w
svXfElfJryzI7m8Ky6Hu8rnEhvRDLXOes3AIweLq1aa22GU,조까안해,770,I,628,559,False,False,False,False,jddrG__fTsXlxP0YOQNeWAHsj5MZvtDCl12vn0sesH61MpcGuUREHIS6MK-FsfvDMwTRom62PoDN6A
